song_name,artist_name,release_date,popularity,genres,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Little Robot,Amelie Lens,2019-09-13,56,acid techno,56,0.000156,0.606,363880.0,0.867,0.8340000000000001,10,0.0847,-8.57,0,0.0559,131.985,0.033
Pulsation,M.R.E.U.X.,2019-11-15,46,none,34,0.105,0.6579999999999999,335264.0,0.852,0.9109999999999999,7,0.107,-10.169,1,0.0524,130.007,0.0319
Liquid Slow,Chris Liebing,2019-09-27,57,frankfurt electronic,47,0.0103,0.73,406344.0,0.556,0.8740000000000001,1,0.10400000000000001,-8.307,1,0.0466,130.047,0.313
Open Your Eyes,LTGTR,2019-07-07,52,irish techno,49,0.00074,0.7509999999999999,568645.0,0.765,0.8140000000000001,11,0.595,-7.345,0,0.0553,129.997,0.21899999999999997
The Rise Of The Elephants,Metodi Hristov,2019-10-25,50,bulgarian electronic,46,0.00099,0.667,436338.0,0.8270000000000001,0.84,4,0.0663,-7.59,0,0.0363,130.015,0.131
Dunkle Illusion,Klangkuenstler,2019-08-09,53,dark techno,50,0.0127,0.644,368251.0,0.982,0.905,10,0.0913,-9.468,0,0.0814,130.986,0.0793
Forever Ravers,ANNA,2019-08-30,56,dark techno,53,0.00196,0.524,360812.0,0.863,0.7509999999999999,2,0.13,-8.201,1,0.0479,129.02100000000002,0.11199999999999999
Ravaged - Original Mix,UMEK,2019-08-02,52,dark techno,55,0.00359,0.705,451992.0,0.848,0.858,1,0.11199999999999999,-8.392000000000001,1,0.0859,128.001,0.0692
Enigma,William Kiss,2019-07-29,52,dark techno,40,0.00471,0.7959999999999999,454737.0,0.602,0.889,2,0.0953,-8.777000000000001,1,0.0582,127.00200000000001,0.0653
Listen To Me,Lilly Palmer,2019-11-08,48,none,38,0.00014,0.777,416281.0,0.932,0.887,4,0.0805,-5.154,1,0.0645,128.007,0.363
Pray - Miss Kittin Remix,Scratch Massive,2019-10-11,50,french indietronica,45,0.000188,0.625,314291.0,0.5720000000000001,0.9,4,0.0782,-9.725,0,0.034,127.012,0.28
Slave to the Rave,T78,2019-06-10,51,dark techno,53,0.00286,0.769,346667.0,0.774,0.7190000000000001,2,0.106,-6.521,1,0.0451,125.991,0.106
Deep Down Inside - Even Deeper Mix,Raito,2019-08-09,51,french techno,48,0.000998,0.693,350190.0,0.975,0.8540000000000001,6,0.142,-5.303,0,0.0397,131.985,0.49200000000000005
Higher Self,Mark Dekoda,2019-07-15,53,dark techno,51,0.00469,0.735,315000.0,0.848,0.7390000000000001,4,0.0983,-9.431000000000001,0,0.0583,128.012,0.115
Pantagruel,Dusty Kid,2019-05-20,54,minimal techno,52,0.0617,0.67,376715.0,0.902,0.816,11,0.115,-11.465,0,0.154,130.004,0.242
Contrast,MOTVS,2019-07-01,50,none,37,0.00116,0.7190000000000001,247500.0,0.741,0.8759999999999999,7,0.0982,-9.089,1,0.0775,127.98,0.0722
Palmer,Jan Fleck,2019-09-30,49,hard techno,37,0.00044,0.564,432422.0,0.825,0.943,7,0.111,-10.312999999999999,1,0.039,128.994,0.0634
Machines - Original Mix,Jay Lumen,2019-06-21,50,deep minimal techno,46,0.00449,0.742,428000.0,0.9470000000000001,0.893,1,0.131,-7.347,0,0.0541,132.001,0.235
Rising Sun,Mario Ochoa,2019-07-26,51,circuit,44,0.0247,0.642,416744.0,0.733,0.91,6,0.0888,-7.687,0,0.0551,128.998,0.20199999999999999
Alien Body Double - Original Mix,Dave Sinner,2019-05-10,51,spanish techno,39,0.00101,0.6940000000000001,435653.0,0.922,0.862,9,0.113,-8.427999999999999,1,0.039,128.015,0.11800000000000001
Mover,Metodi Hristov,2019-08-02,51,bulgarian electronic,46,0.00256,0.7979999999999999,454016.0,0.65,0.9359999999999999,0,0.109,-10.154,1,0.0437,127.006,0.0698
Comatose,Eats Everything,2019-06-14,51,deep disco house,51,0.0146,0.652,418056.0,0.889,0.938,11,0.342,-10.450999999999999,0,0.0498,130.983,0.0704
Selected,Charlotte de Witte,2019-11-15,51,belgian techno,57,0.0508,0.723,482833.0,0.899,0.85,11,0.11199999999999999,-7.981,0,0.07400000000000001,132.993,0.0788
Apache,Dense & Pika,2019-08-09,50,raw techno,45,0.0028,0.879,370202.0,0.439,0.877,11,0.307,-9.816,0,0.0826,127.99700000000001,0.369
Berlin,I Am Bam,2019-07-05,50,dark techno,38,0.0481,0.626,340952.0,0.7809999999999999,0.845,8,0.111,-8.561,1,0.0455,126.001,0.221
Core Resonance (CLOSE combined),Richie Hawtin,2019-09-13,51,acid house,46,0.00193,0.618,317690.0,0.966,0.85,2,0.0836,-9.279,1,0.0566,129.009,0.107
Synergy - T78 Remix,Filterheadz,2019-04-29,50,progressive house,41,0.0179,0.721,354286.0,0.8959999999999999,0.935,6,0.19399999999999998,-5.852,1,0.0619,125.988,0.142
Hail,Zusan,2019-05-06,49,none,36,0.000263,0.762,428628.0,0.7290000000000001,0.8590000000000001,11,0.0958,-8.645,0,0.0642,126.01799999999999,0.35
Darkest Moments,Ann Clue,2019-05-03,50,minimal techno,49,0.00044400000000000006,0.956,424320.0,0.456,0.769,7,0.105,-7.553999999999999,1,0.12300000000000001,128.015,0.207
Rosy G,Maharti,2019-07-19,49,none,37,0.195,0.728,430225.0,0.828,0.935,10,0.10300000000000001,-7.95,1,0.0345,125.00299999999999,0.336
Solid Matter,Drumcomplex,2019-09-06,48,dark techno,38,0.0036299999999999995,0.64,428000.0,0.856,0.878,11,0.11199999999999999,-9.318999999999999,0,0.0885,128.001,0.5770000000000001
Fury,Beico & MT93,2019-09-06,50,dark techno,45,0.000202,0.642,431613.0,0.733,0.826,2,0.10400000000000001,-9.209,1,0.0408,129.999,0.0785
Nimbus,Victor Ruiz,2019-05-13,54,dark techno,52,7.75e-05,0.725,519935.0,0.8759999999999999,0.929,7,0.0719,-6.749,1,0.0403,127.995,0.0389
Making Sense - Original Mix,Spartaque,2019-08-02,51,dark techno,44,0.00155,0.619,307559.0,0.9420000000000001,0.867,11,0.2,-6.817,0,0.0533,125.999,0.221
Raging Earth - Hemka Remix,Paula Temple,2019-10-11,49,electra,42,0.00571,0.644,435793.0,0.941,0.8909999999999999,8,0.11699999999999999,-7.019,0,0.138,130.017,0.0463
Catch Me,JVNA,2019-05-16,49,electra,52,0.0462,0.455,197086.0,0.823,3.37e-05,0,0.385,-4.6530000000000005,1,0.10099999999999999,150.789,0.16
Wash Away,Duumu,2019-01-25,42,catstep,47,0.171,0.465,208112.0,0.718,0.0007030000000000001,5,0.0952,-4.362,0,0.0362,142.942,0.126
Throw It All Away,Madnap,2019-07-26,48,none,49,0.0249,0.555,194043.0,0.521,0.000177,5,0.0685,-9.76,1,0.0334,94.015,0.34
Silver Lining (feat. KARRA),ARMNHMR,2019-10-25,48,brostep,53,0.0835,0.3,214737.0,0.823,0.000162,4,0.0747,-4.195,0,0.0569,152.138,0.174
Living in Hell,JVNA,2019-10-31,49,electra,52,0.00392,0.5489999999999999,229756.0,0.762,0.000493,7,0.10800000000000001,-4.305,0,0.0535,163.959,0.11699999999999999
Ocean - Crystal Skies Remix,Ella Vos,2019-03-08,44,electropop,65,0.0125,0.595,185795.0,0.708,0.00035800000000000003,8,0.34700000000000003,-3.728,0,0.0472,87.973,0.258
Contagious,Grant,2019-08-09,53,catstep,56,0.0674,0.602,216699.0,0.625,0.0,6,0.12,-6.791,0,0.0544,102.861,0.337
Fly,Marshmello,2018-03-09,69,brostep,90,0.0006389999999999999,0.63,193778.0,0.9,0.852,4,0.203,-3.955,1,0.0387,134.988,0.155
IOU (feat. Emilie Brandt) - Crystal Skies Remix,Jason Ross,2019-03-22,43,edm,57,0.183,0.324,201600.0,0.927,0.0,5,0.102,-3.516,0,0.22699999999999998,74.45,0.622
First Storm,JVNA,2019-04-10,49,electra,52,0.00043799999999999997,0.207,220800.0,0.7829999999999999,0.0144,7,0.147,-4.631,0,0.0507,71.312,0.0977
Assemble,Justin OH,2019-09-23,39,catstep,40,0.0027,0.46,186000.0,0.966,0.0358,9,0.33899999999999997,-4.8389999999999995,1,0.20199999999999999,160.26,0.209
Make Some Noise,Cesqeaux,2019-10-02,41,bass trap,53,0.0634,0.6409999999999999,140471.0,0.726,0.522,2,0.254,-4.7860000000000005,1,0.0433,169.958,0.255
Trapped,Todd Helder,2019-07-12,48,none,41,0.00411,0.569,151504.0,0.7759999999999999,0.021,6,0.433,-6.309,0,0.0757,79.977,0.252
Go,Uplink,2019-08-30,50,deep dubstep,49,0.0126,0.495,176079.0,0.9259999999999999,0.0,1,0.263,-3.333,0,0.0556,155.031,0.523
Way Down,Au5,2019-07-08,48,brostep,55,0.0131,0.513,263538.0,0.8029999999999999,2.88e-06,11,0.0685,-4.023,0,0.0659,130.11,0.142
Time Machine - CMC$ & B3RROR VIP Edit,CMC$,2019-09-11,40,deep big room,55,0.00813,0.594,189041.0,0.741,1.84e-05,3,0.22399999999999998,-4.449,0,0.0536,146.06,0.40700000000000003
All You Need To Know (feat. Calle Lehmann) - SampliFire & Ivory Remix,Gryffin,2019-06-14,18,dance pop,81,0.0332,0.614,220389.0,0.9490000000000001,9.26e-06,6,0.97,-1.829,0,0.38799999999999996,150.17,0.405
My Stranger,Egzod,2019-07-12,49,bass trap,54,0.154,0.379,184562.0,0.797,0.0,5,0.149,-2.31,0,0.132,79.487,0.579
LA Never Says Goodbye (feat. Kyle Pavone),Kayzo,2019-08-14,27,brostep,63,3.12e-05,0.267,288196.0,0.669,0.5920000000000001,7,0.0675,-7.0920000000000005,1,0.0369,77.21600000000001,0.0767
Better With You - Justin Caruso VIP Remix,3LAU,2019-07-10,41,big room,65,0.0461,0.6809999999999999,197778.0,0.9079999999999999,0.00853,0,0.23199999999999998,-3.18,0,0.0498,108.04799999999999,0.131
New World,KIRA,2019-03-08,46,otacore,48,0.0156,0.502,218667.0,0.609,0.0862,7,0.0957,-6.112,1,0.0302,180.02900000000002,0.15
How Do You Know,Arlow,2019-09-18,49,none,39,0.105,0.309,179091.0,0.845,0.0156,2,0.23800000000000002,-4.712,0,0.127,91.064,0.195
THE DROP - Wooli Remix,Gammer,2018-07-03,42,bouncy house,59,0.0042,0.5579999999999999,158400.0,0.9640000000000001,0.0334,4,0.131,-3.2769999999999997,1,0.16399999999999998,150.06,0.22899999999999998
Pray For Me,ShockOne,2019-08-01,46,australian dance,51,5.5299999999999996e-05,0.504,273774.0,0.9129999999999999,0.7609999999999999,5,0.132,-4.044,0,0.0419,150.012,0.38
Firefly,ROY KNOX,2019-09-11,38,deep dubstep,53,0.0628,0.523,206877.0,0.8440000000000001,0.0604,0,0.107,-2.9560000000000004,0,0.0683,145.97299999999998,0.0625
Dark Skies,Kayzo,2019-08-14,21,brostep,63,0.006690000000000001,0.624,222559.0,0.934,0.0377,11,0.493,-3.813,0,0.11800000000000001,154.952,0.14400000000000002
Trying to Love (feat. BJOERN),QUIX,2019-09-27,44,bass trap,62,0.0485,0.603,198408.0,0.716,0.0,4,0.153,-6.358,0,0.0502,144.872,0.597
Stockholm White - Perk Pietrek Remix,UZ,2017-06-30,43,bass trap,49,0.0318,0.637,248000.0,0.919,2.78e-06,2,0.275,-3.6430000000000002,0,0.0627,149.968,0.643
Transmissions,graves,2019-07-17,48,bass trap,59,0.0539,0.41700000000000004,170526.0,0.96,0.948,6,0.12,-4.474,0,0.0422,151.97899999999998,0.281
Daggers - SLUMBERJACK x ËMMË VIP,SLUMBERJACK,2019-05-22,28,brostep,56,0.0331,0.512,214692.0,0.955,1.01e-05,0,0.184,-3.17,1,0.364,172.012,0.29600000000000004
Everybody,Borgeous,2019-08-16,48,big room,65,0.0796,0.639,230710.0,0.893,0.0303,1,0.10300000000000001,-4.949,1,0.311,154.971,0.594
Sell Out,Marshmello,2019-02-08,61,brostep,90,0.0125,0.605,192000.0,0.963,0.7879999999999999,3,0.434,0.634,0,0.0681,145.013,0.42
Maxima,Pixel Terror,2019-03-25,44,brostep,47,0.0132,0.5589999999999999,211200.0,0.7759999999999999,0.299,11,0.172,-2.9019999999999997,0,0.0776,150.09,0.402
Giving Up (feat. Jaden Michaels),QUIX,2018-09-21,52,bass trap,62,0.0447,0.484,249987.0,0.8059999999999999,4.48e-05,10,0.33299999999999996,-6.095,0,0.127,145.127,0.41700000000000004
Already Know,Adventure Club,2019-08-23,33,brostep,60,0.434,0.45799999999999996,230853.0,0.645,0.0,9,0.10300000000000001,-2.733,0,0.0401,140.125,0.273
Burn - Original Mix,Joseph Crawford,2019-06-14,48,none,35,0.008740000000000001,0.565,286667.0,0.527,0.00016,6,0.099,-9.068999999999999,1,0.0325,143.92,0.0399
Can't Lose,DISTO,2019-06-21,51,bass trap,50,0.182,0.499,162975.0,0.899,2.15e-06,4,0.126,-3.734,0,0.307,154.849,0.188
Stronger,TheFatRat,2019-06-24,66,deep dubstep,71,0.0658,0.6729999999999999,205500.0,0.9159999999999999,0.0587,6,0.0769,-3.8139999999999996,0,0.0344,160.025,0.513
Category Five,NOTOK,2019-07-02,45,none,34,0.19,0.504,194797.0,0.456,2.14e-06,4,0.0866,-6.905,1,0.0452,148.053,0.18899999999999997
Next Life,Adventure Club,2019-04-12,59,brostep,60,0.0218,0.515,186854.0,0.789,4.85e-05,7,0.128,-3.385,1,0.0378,142.07299999999998,0.19899999999999998
DON,GRAVEDGR,2019-08-23,40,electronic trap,56,0.0191,0.679,259692.0,0.929,0.11699999999999999,4,0.11199999999999999,-2.773,0,0.166,127.921,0.511
Breaking,Azure,2019-03-20,39,none,26,0.0106,0.595,262400.0,0.8140000000000001,0.425,0,0.358,-8.408,0,0.0721,150.066,0.18
Home - Spag Heddy Remix,Excision,2019-07-23,49,brostep,66,0.0115,0.551,202892.0,0.953,0.0684,10,0.0745,-3.075,0,0.192,150.167,0.341
Mana (Slippy Remix),Krewella,2019-09-27,46,big room,68,0.0222,0.674,212571.0,0.9179999999999999,5.81e-06,6,0.0793,-2.745,0,0.040999999999999995,139.969,0.221
Out Of My Body (feat. KARRA),Bear Grillz,2019-07-26,46,brostep,52,0.0396,0.461,180800.0,0.821,0.0,5,0.138,-3.236,0,0.163,147.775,0.38799999999999996
Lights Out,Kayzo,2019-10-23,46,brostep,63,0.00279,0.6629999999999999,140690.0,0.977,0.27899999999999997,7,0.0807,-1.801,0,0.252,145.031,0.36200000000000004
Dubai,SWU,2019-08-02,45,none,35,0.0641,0.601,196800.0,0.825,7.81e-06,9,0.0787,-4.861000000000001,0,0.0427,149.97,0.317
OBLIVION,REAPER,2019-09-16,41,catstep,43,0.00517,0.551,227586.0,0.748,0.419,1,0.107,-4.6930000000000005,1,0.0595,86.995,0.426
Time Voyage,Just A Gent,2019-07-23,48,aussietronica,59,0.0191,0.862,210238.0,0.6609999999999999,0.0143,2,0.506,-6.995,1,0.35100000000000003,126.01100000000001,0.418
Born To Survive,Zomboy,2019-03-29,43,bass trap,64,0.0016,0.486,238500.0,0.9420000000000001,0.0052,1,0.256,-1.6440000000000001,1,0.204,75.376,0.284
Defibrillator,S9,2019-04-19,35,uk dnb,24,0.0115,0.72,329655.0,0.9329999999999999,2.55e-06,1,0.155,-2.198,1,0.22699999999999998,87.012,0.308
RUNAWAY,LICK,2019-06-21,7,experimental bass,47,0.00234,0.26899999999999996,198213.0,0.5870000000000001,0.67,0,0.107,-6.653,0,0.0424,155.023,0.146
Watch Yo Back,Slushii,2019-09-05,51,brostep,66,0.00599,0.721,185605.0,0.934,0.0594,11,0.062,-1.443,1,0.0604,150.013,0.8190000000000001
RIGHT ON TIME,Kayzo,2018-06-22,41,brostep,63,0.0035700000000000003,0.41600000000000004,290357.0,0.877,2.35e-06,2,0.442,-3.197,1,0.0974,112.01,0.0395
Tear Me Apart,graves,2019-08-23,47,bass trap,59,0.10800000000000001,0.514,201600.0,0.889,0.0,7,0.275,-2.8789999999999996,1,0.0657,149.92700000000002,0.287
Hope (feat. Winona Oak) - Parker Remix,The Chainsmokers,2019-02-01,54,electropop,90,0.0932,0.667,204613.0,0.785,0.00635,1,0.0527,-1.9140000000000001,0,0.0515,121.94,0.495
DISAPPEAR,LICK,2019-05-31,12,experimental bass,47,0.0287,0.33399999999999996,188880.0,0.857,0.00032900000000000003,2,0.11,-3.801,0,0.0568,149.93,0.078
Razor Blades,Tisoki,2019-08-23,44,brostep,50,0.0958,0.562,172320.0,0.7190000000000001,0.000138,1,0.226,-2.5839999999999996,1,0.12,74.921,0.37799999999999995
Barrier,Exile,2019-05-15,36,uk dnb,28,0.0279,0.6920000000000001,266057.0,0.907,0.12300000000000001,1,0.257,-1.9380000000000002,1,0.10300000000000001,87.505,0.542
Addicted To Your Distance,Ducky,2019-06-14,37,electra,44,0.00914,0.43799999999999994,201600.0,0.9009999999999999,0.00173,8,0.0723,-3.802,1,0.0721,150.118,0.0799
Prophecy,Slooze,2019-05-15,42,canadian electronic,37,0.00035,0.536,244364.0,0.517,0.871,0,0.0605,-4.26,1,0.0367,109.96,0.0351
FON,QUIX,2019-11-01,37,bass trap,62,0.000593,0.6709999999999999,134595.0,0.97,0.816,8,0.28300000000000003,-2.079,1,0.0938,148.07399999999998,0.495
Lighthouse,Ookay,2017-09-01,52,brostep,61,0.066,0.721,208400.0,0.885,0.000268,5,0.22899999999999998,-1.311,0,0.0561,149.997,0.821
Stay The Night,Egzod,2019-06-14,44,bass trap,54,0.263,0.626,192200.0,0.8390000000000001,0.000741,4,0.18,-3.938,0,0.0465,149.97,0.46399999999999997
Bad Maybe Good - TYNAN Remix,Perto,2019-09-20,39,none,33,0.0058200000000000005,0.6829999999999999,216677.0,0.925,0.00298,1,0.113,-1.281,1,0.126,150.13299999999998,0.486
Gang Shit,Virus Syndicate,2019-04-29,45,none,50,0.00428,0.6579999999999999,254400.0,0.912,0.00202,11,0.662,-2.057,1,0.064,150.014,0.381
Glocks (feat. Milano The Don),Riot Ten,2019-08-30,49,brostep,57,0.01,0.6459999999999999,167150.0,0.87,0.251,11,0.0966,-4.8469999999999995,0,0.12300000000000001,75.066,0.204
We Can Be Friends (feat. Herizen) - Quiet Bison Remix,What So Not,2019-06-14,31,aussietronica,65,0.0209,0.465,320571.0,0.706,0.0035,1,0.136,-6.815,0,0.13699999999999998,140.082,0.162
Life Long After Death (feat. badXchannels),QUIX,2019-07-12,48,bass trap,62,0.0183,0.556,201604.0,0.955,0.0,4,0.095,-2.458,0,0.0747,149.988,0.7240000000000001
Incinerate,Blanke,2019-07-31,39,none,59,0.0178,0.7040000000000001,181147.0,0.8909999999999999,0.425,10,0.0719,-3.597,0,0.0977,105.01799999999999,0.435
God's Eye,Welcome Records,2019-10-30,46,none,29,0.000349,0.579,197200.0,0.6609999999999999,0.0308,1,0.317,-2.095,1,0.0599,150.091,0.36
Turtle Neck,PhaseOne,2019-08-23,41,brostep,54,0.000271,0.604,199900.0,0.9670000000000001,0.44799999999999995,0,0.168,-0.991,1,0.157,74.99600000000001,0.0752
Soundboy Burnin’,Otira,2019-09-20,34,none,39,0.00299,0.568,173846.0,0.997,0.38,7,0.0374,0.474,1,0.233,156.014,0.327
Storyteller - Kill Paris Remix,Haywyre,2019-09-18,37,brostep,55,0.0018100000000000002,0.616,210667.0,0.794,0.0021,11,0.14400000000000002,-10.189,0,0.0745,90.07,0.258
Hellraiser,Blanke,2019-10-11,38,none,59,0.000869,0.733,198000.0,0.963,0.415,1,0.155,-1.797,1,0.13699999999999998,100.008,0.621
Wasted Time,Vincent,2019-10-11,42,edm,59,0.158,0.5379999999999999,158058.0,0.7909999999999999,0.20800000000000002,4,0.0685,-2.803,0,0.0473,149.891,0.0666
M A M M O T H,RCKT PWR,2019-06-14,41,none,30,0.0747,0.401,240800.0,0.9109999999999999,0.221,3,0.102,-3.3819999999999997,0,0.22699999999999998,150.145,0.14800000000000002
Sahara Love - Seven Lions Remix,Above & Beyond,2019-03-08,58,edm,72,0.0418,0.275,322893.0,0.659,4.15e-05,6,0.079,-5.631,0,0.039,144.908,0.149
A Place To Rest,Ducky,2019-08-02,39,electra,44,0.5429999999999999,0.305,195200.0,0.9209999999999999,0.000113,7,0.091,-3.8110000000000004,0,0.0816,150.153,0.0872
Another Day,Borgeous,2019-08-16,51,big room,65,0.00047400000000000003,0.5529999999999999,210581.0,0.9570000000000001,0.8029999999999999,0,0.138,-4.57,1,0.0453,154.997,0.19699999999999998
Disaster,Jey Vazz,2019-03-01,13,danish electronic,35,0.0896,0.602,184258.0,0.823,0.0417,5,0.0622,-6.415,0,0.17800000000000002,77.513,0.39899999999999997
Proximity,Fred V,2019-05-10,41,drum and bass,52,0.00675,0.652,278159.0,0.589,0.00044400000000000006,3,0.371,-6.655,0,0.149,87.079,0.325
Find Paradise - Show Edit,k?d,2019-01-11,44,edm,51,0.0116,0.301,280453.0,0.743,0.8140000000000001,10,0.0624,-6.581,0,0.162,177.98,0.0584
Mortal,WE ARE FURY,2019-08-16,41,bass trap,50,0.0239,0.735,182696.0,0.86,0.000118,11,0.171,-4.75,1,0.312,133.887,0.593
Losing Myself,Cesqeaux,2019-04-12,45,bass trap,53,0.0496,0.474,156800.0,0.708,4.429999999999999e-05,1,0.0986,-4.494,1,0.168,149.857,0.32799999999999996
Danger Days,Yellow Claw,2019-03-08,50,bass trap,73,0.0125,0.547,178219.0,0.855,0.635,5,0.536,-5.937,0,0.0677,155.02700000000002,0.35200000000000004
Love Me Less (feat. Quinn XCII) - Ookay Remix,MAX,2019-06-07,50,dance pop,77,0.00253,0.7170000000000001,256427.0,0.8759999999999999,0.00015,11,0.439,-6.462999999999999,0,0.132,144.91899999999998,0.669
Nothing Less,Knapsack,2018-09-15,45,emo,46,0.121,0.579,206087.0,0.754,0.0006230000000000001,7,0.309,-3.932,1,0.43200000000000005,147.724,0.44799999999999995
Ooh,SAYMYNAME,2019-01-25,42,electronic trap,51,0.0147,0.59,147568.0,0.965,0.163,4,0.12,-1.787,1,0.0548,148.167,0.386
Mistakes,Mike Hawkins,2019-02-01,42,danish electronic,42,0.0026100000000000003,0.535,174968.0,0.794,0.15,6,0.166,-6.694,0,0.13,154.952,0.48
Explode,Killrude,2019-09-13,41,none,41,0.0005009999999999999,0.473,174000.0,0.975,0.88,6,0.21,-5.855,0,0.0598,159.974,0.539
Switch,CLRFL,2019-02-24,0,none,25,0.00626,0.52,178573.0,0.958,0.8270000000000001,8,0.127,-5.331,1,0.109,160.033,0.519
Blame - Tisoki Remix,Party Favor,2019-02-08,46,bass trap,65,0.0105,0.5760000000000001,192000.0,0.889,0.0034700000000000004,2,0.122,-1.3259999999999998,0,0.11199999999999999,149.945,0.146
Helix,KRMA,2019-09-25,40,indian edm,30,0.022000000000000002,0.659,179200.0,0.45399999999999996,0.201,9,0.32799999999999996,-7.189,1,0.337,75.036,0.196
AVA,Jinco,2019-02-27,38,bass trap,50,0.0367,0.664,169600.0,0.968,0.182,0,0.386,-1.344,1,0.0838,149.969,0.233
Losing Time,Drew Wilken,2019-09-18,44,none,35,0.00481,0.59,224503.0,0.988,0.605,9,0.28,-2.039,0,0.0834,150.963,0.28
Show You,Noah Neiman,2019-02-15,38,deep big room,44,0.00389,0.716,182182.0,0.9490000000000001,0.00455,4,0.373,-3.592,0,0.0762,110.01299999999999,0.71
Basquiat,Milano The Don,2019-09-20,40,none,42,0.0613,0.563,153617.0,0.9440000000000001,0.9279999999999999,9,0.479,-10.136000000000001,0,0.14300000000000002,149.964,0.125
Eternal,Onur Ormen,2019-09-23,39,arab trap,46,0.0244,0.591,144004.0,0.887,0.708,1,0.586,-7.034,1,0.182,140.043,0.141
Insomniac,AJ Salvatore,2019-09-20,47,none,47,0.0088,0.61,152000.0,0.9740000000000001,0.0,11,0.3,-3.2739999999999996,1,0.355,149.999,0.479
Neo Tokyo,Kelypso,2019-09-17,39,none,32,0.0271,0.7070000000000001,217742.0,0.7859999999999999,0.861,0,0.0929,-6.4670000000000005,1,0.053,150.007,0.251
SO HIGH,BONNIE X CLYDE,2019-05-31,23,bass trap,49,0.0153,0.515,243200.0,0.8009999999999999,0.624,4,0.0876,-5.99,0,0.0329,150.135,0.0615
Lowkey (feat. Lil Traffic),Godlands,2019-07-05,42,australian hip hop,41,0.0617,0.755,192022.0,0.871,0.0,1,0.17,-3.61,1,0.33299999999999996,139.937,0.318
Diamonds (feat. Micky Blue),Tiësto,2019-04-05,3,big room,85,0.00965,0.561,215040.0,0.728,0.00162,6,0.0917,-5.381,0,0.0408,150.048,0.253
Shenai,Lucha,2019-02-02,37,arab trap,39,0.00123,0.49,145554.0,0.9390000000000001,0.0501,6,0.179,-6.004,0,0.0419,159.983,0.5329999999999999
Horus,bassReaper,2019-01-06,42,none,29,0.175,0.665,202500.0,0.986,0.0731,1,0.155,-2.252,0,0.289,160.01,0.504
Cobra,Formal One,2018-12-22,38,none,36,0.00122,0.5489999999999999,255000.0,0.9490000000000001,0.00455,2,0.10400000000000001,-4.074,1,0.0595,160.02200000000002,0.16899999999999998
Schism,Take/Five,2019-09-20,46,bass trap,55,0.344,0.48200000000000004,153886.0,0.8690000000000001,0.922,0,0.10300000000000001,-6.178999999999999,0,0.0902,85.179,0.111
Oh My God,2nd Life,2019-06-28,15,bass trap,47,0.000699,0.485,141351.0,0.968,0.0466,2,0.21600000000000003,-7.308,0,0.209,150.325,0.0682
Flashbacks,Marshmello,2018-06-22,55,brostep,90,0.0052,0.58,165634.0,0.9009999999999999,0.698,0,0.111,-0.958,1,0.0326,142.031,0.42700000000000005
Tear,EBEN,2018-12-26,39,bass trap,49,0.0027199999999999998,0.7240000000000001,186833.0,0.973,0.499,7,0.33899999999999997,-6.539,1,0.149,149.92600000000002,0.24
Out Of My System,BONNIE X CLYDE,2017-03-17,48,bass trap,49,0.0050799999999999994,0.5760000000000001,203184.0,0.867,0.0785,0,0.239,-6.211,0,0.305,155.144,0.423
Jundo,Ekali,2019-04-12,49,bass trap,65,0.0030600000000000002,0.5660000000000001,176000.0,0.9640000000000001,0.8370000000000001,11,0.271,-4.41,0,0.0793,150.003,0.20199999999999999
Get Money,Murdbrain,2019-09-18,38,none,35,0.009609999999999999,0.6679999999999999,174016.0,0.943,0.111,9,0.11,-2.9010000000000002,1,0.114,159.929,0.255
Invasion,Kaivon,2019-09-20,40,bass trap,56,0.00556,0.718,224000.0,0.779,0.7140000000000001,8,0.147,-4.7780000000000005,0,0.0486,134.97299999999998,0.0681
Hear Dem Talking,Dread Pitt,2019-09-23,39,bass trap,43,0.0985,0.718,180448.0,0.789,6.979999999999999e-05,2,0.131,-5.334,1,0.222,144.889,0.11
Guava,Flosstradamus,2018-07-13,39,bass trap,62,0.0268,0.6809999999999999,177290.0,0.938,0.0983,1,0.0623,-1.4580000000000002,1,0.19899999999999998,155.025,0.625
Level Up,Fabian Mazur,2018-09-20,51,bass trap,59,0.0311,0.6459999999999999,171000.0,0.8540000000000001,0.0032,1,0.0505,-2.773,1,0.45899999999999996,159.876,0.5770000000000001
Break of Dawn - Duke & Jones Remix,Yellow Claw,2019-06-07,53,bass trap,73,0.0269,0.768,175547.0,0.7490000000000001,0.8109999999999999,5,0.0841,-3.406,1,0.2,145.023,0.209
Swings,Lit Lords,2017-06-15,0,bass trap,49,0.0876,0.503,205241.0,0.852,0.78,0,0.11900000000000001,-5.249,1,0.129,144.963,0.0884
Can You Hear Me,Ookay,2018-12-14,15,brostep,61,0.0014199999999999998,0.701,192713.0,0.9129999999999999,0.00855,4,0.0594,-2.222,1,0.132,150.067,0.22699999999999998
Keep Calm,Lucha,2019-02-08,39,arab trap,39,0.00175,0.62,144917.0,0.951,0.0302,1,0.113,-4.001,1,0.0877,127.992,0.495
Flash,MEMBA,2018-08-10,48,bass trap,58,0.182,0.5720000000000001,161758.0,0.758,0.7120000000000001,2,0.10099999999999999,-6.386,0,0.0789,172.062,0.7
